place_id,business_type,location_query,name,address,phone,website,rating,review_count,status,qualify_score,qualify_worth_pursuing,qualify_notes,screenshot_desktop_path,screenshot_mobile_path,approved_for_site,approved_for_outreach,site_filename,site_url,site_generated_at,contact_email,draft_id,email_message_id,email_thread_id,email_sent_at,followup_draft_id,followup_sent_at,expire_at,reply_classification,last_reply_message_id,claimed_at,error,created_at,updated_at
ChIJ4VoPlNl3lUARAdqXrIe3v-o,spray foam insulation,Duluth MN,Foam-It Spray Foam LLC,"15576 640th St, Dodge Center, MN 55927, USA",(507) 254-6998,https://foamitsprayfoamllc.com/,5.0,9,emailed,2,True,"The hero section is an oversized blurry/dark image with no navigation, no phone number, and no CTA visible above the fold on either viewport. The site lacks basic visual hierarchy, contact information accessibility, and appears to be a very basic template with minimal content structure.",screenshots/ChIJ4VoPlNl3lUARAdqXrIe3v-o/desktop.png,screenshots/ChIJ4VoPlNl3lUARAdqXrIe3v-o/mobile.png,True,True,foamitsprayfoamllc.com.html,https://stevendelarwelle.github.io/vet-demo-sites/foamitsprayfoamllc.com.html,2026-07-29T11:56:11.876322+00:00,foamitsprayfoamllc@outlook.com,r-2238170168127281899,19fc8ef3511f3f3d,19fc8676ca0ef286,2026-08-03T18:42:27+00:00,,,2026-08-10T18:42:27+00:00,,,,,2026-07-28T18:01:22.430741+00:00,2026-08-03T21:06:22.714006+00:00
ChIJ4y51rhg9rVIRIxj0eJec5KU,spray foam insulation,Duluth MN,SeaClay Roofing & Spray Foam Insulation,"E2528 1450th Ave, Prairie Farm, WI 54762, USA",(715) 418-3887,,4.5,8,disqualified,1,True,no website on file,,,False,False,,,,,,,,,,,,,,,,2026-08-03T11:21:41.010919+00:00,2026-08-03T12:12:55.482302+00:00
ChIJ59RMa_8zAYgRXMoIecphzFg,spray foam insulation,Appleton WI,Extreme Foam and Coatings llc,"W983 WI-23, Princeton, WI 54968, USA",(920) 229-9846,https://alsextremetreellcextremefoamandcoatingsllc.jobbersites.com/,5.0,4,disqualified,6,False,"The site is a template-based builder (likely GoDaddy or similar) that is functional but generic; the bigger issue is the branding mismatch — the logo and hero text emphasize 'Al's Extreme Tree' and tree care/land management rather than spray foam insulation, suggesting this may not be the correct website for the spray foam business or the business has diversified with a confusing identity.",screenshots/ChIJ59RMa_8zAYgRXMoIecphzFg/desktop.png,screenshots/ChIJ59RMa_8zAYgRXMoIecphzFg/mobile.png,False,False,,,,alexsteger5@gmail.com,,,,,,,,,,,,2026-08-03T11:20:45.523536+00:00,2026-08-03T12:13:06.829804+00:00
ChIJ5cIQjigLkS8RxNl_PxHPMPc,spray foam insulation,Eau Claire WI,Spray Foam Guy - Elite Builders & Remodeling LLC,"17 230th St, Baldwin, WI 54002, USA",(715) 410-0552,http://sprayfoamguywi.com/,5.0,1,emailed,3,True,"The hero slideshow appears completely broken with no images loading, leaving a massive blank gray area on both viewports. The site is extremely bare-bones with minimal content, no visual hierarchy, and a template-default feel that conveys no professionalism.",screenshots/ChIJ5cIQjigLkS8RxNl_PxHPMPc/desktop.png,screenshots/ChIJ5cIQjigLkS8RxNl_PxHPMPc/mobile.png,True,True,sprayfoamguywi.com.html,https://stevendelarwelle.github.io/vet-demo-sites/sprayfoamguywi.com.html,2026-07-29T11:58:36.027417+00:00,sprayfoamguywi@gmail.com,r-5096132803368166415,19fc8f74d4f74407,19fc8678e8d82c83,2026-08-03T18:51:17+00:00,,,2026-08-10T18:51:17+00:00,,,,,2026-07-28T18:00:49.427776+00:00,2026-08-03T21:06:23.926920+00:00
ChIJ5eJ-C2tLrlIRzHJok4beKo0,spray foam insulation,Duluth MN,Northstar Insulating Systems,"3721 Lavaque Rd, Hermantown, MN 55810, USA",(218) 525-4637,https://northstar-insulating.com/,4.3,11,disqualified,6,False,"The site has a reasonably modern design with clean typography and a nice hero image, but there is no phone number visible above the fold on either viewport — only a generic 'Get Started' button. The site already looks fairly professional and would be a harder sell for a full redesign.",screenshots/ChIJ5eJ-C2tLrlIRzHJok4beKo0/desktop.png,screenshots/ChIJ5eJ-C2tLrlIRzHJok4beKo0/mobile.png,False,False,,,,dave@northstar-insulating.com,,,,,,,,,,,,2026-07-28T18:01:22.411068+00:00,2026-07-28T18:51:40.958101+00:00
ChIJ63iGsT_Rr1IR2v4XIhzUs1o,spray foam insulation,Duluth MN,Minnesota Spray Foam and Coatings,"5473 Bear Trap Rd, Saginaw, MN 55779, USA",(218) 341-6826,http://mncoatingsolutions.com/,5.0,16,disqualified,1,True,"site unreachable: HTTPConnectionPool(host='mncoatingsolutions.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='mncoatingsolutions.com', port=80) at 0x7fd6a5b87610>, 'Connection to mncoatingsolutions.com timed out. (connect timeout=12)'))",,,False,False,,,,,,,,,,,,,,,,2026-07-28T18:01:22.425535+00:00,2026-07-28T18:51:40.961041+00:00
ChIJ7aFb188CBYgR8OHJjbp2p0s,spray foam insulation,Milwaukee WI,"Thermal Comfort, Inc.","8648 W Kaul Ave, Milwaukee, WI 53225, USA",(414) 358-1255,http://www.thermalcomfort.net/,4.8,46,disqualified,6,False,"The site is reasonably functional with clear CTAs and a phone number visible on desktop (both in top bar and header button), but the mobile version lacks the phone number above the fold and the overall design, while not terrible, feels like a mid-tier template with a generic stock living room photo that doesn't showcase their spray foam insulation work.",screenshots/ChIJ7aFb188CBYgR8OHJjbp2p0s/desktop.png,screenshots/ChIJ7aFb188CBYgR8OHJjbp2p0s/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:01:04.205327+00:00,2026-07-28T18:51:40.964449+00:00
ChIJ85iInjEaBYgRuFbanD9VW84,spray foam insulation,Milwaukee WI,"Intec WI - Insulation Installer in Milwaukee WI, Insulation Contractor","321 N 25th St, Milwaukee, WI 53233, USA",(414) 732-2234,https://intecwi.com/,4.7,115,emailed,5,True,"The site has a somewhat dated design with a cluttered hero slider and older visual style; on mobile, text is cut off at the edges and the hero image is pushed below the fold, reducing effectiveness. Phone number and CTAs are visible above the fold on both views, which is a strength.",screenshots/ChIJ85iInjEaBYgRuFbanD9VW84/desktop.png,screenshots/ChIJ85iInjEaBYgRuFbanD9VW84/mobile.png,True,True,intecwi.com.html,https://stevendelarwelle.github.io/vet-demo-sites/intecwi.com.html,2026-07-30T11:46:28.375395+00:00,info@intecwi.com,r-6356093863434319192,19fc9068092c3cff,19fc867b1ddaa0bf,2026-08-03T19:07:54+00:00,,,2026-08-10T19:07:54+00:00,,,,,2026-07-28T18:01:04.211527+00:00,2026-08-03T21:06:25.273354+00:00
ChIJ8bR4Pi0DBYgRWxCCUWNifcE,spray foam insulation,Milwaukee WI,Spraytech Insulators of Milwaukee,"5652 N 95th St, Milwaukee, WI 53225, USA",(414) 369-6815,https://spraytech-sf.com/,5.0,26,disqualified,1,True,"The site is stuck on a security check/interstitial page and displays no actual content, no contact information, and no business details — effectively a non-functional website for an active business with 26 five-star reviews.",screenshots/ChIJ8bR4Pi0DBYgRWxCCUWNifcE/desktop.png,screenshots/ChIJ8bR4Pi0DBYgRWxCCUWNifcE/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:01:04.206333+00:00,2026-07-28T18:51:40.970142+00:00
ChIJ8cMH9KYkAIgROtF7wLwoNNE,spray foam insulation,Wausau WI,Home Insulation Company of Wausau Inc.,"105 Industrial Park Ave, Rothschild, WI 54474, USA",(715) 359-6505,https://www.homeinsulationcompany.com/,5.0,3,disqualified,6,False,"The site is reasonably modern with a contact form and phone number visible above the fold on desktop, and a sticky phone bar on mobile. The desktop layout with the sidebar form beside the hero slider feels slightly cluttered, but overall the site is functional and doesn't urgently need a redesign.",screenshots/ChIJ8cMH9KYkAIgROtF7wLwoNNE/desktop.png,screenshots/ChIJ8cMH9KYkAIgROtF7wLwoNNE/mobile.png,False,False,,,,contactus@homeinsulationcompany.com,,,,,,,,,,,,2026-07-28T18:00:39.632065+00:00,2026-07-28T18:51:40.973090+00:00
ChIJ99_AcRAbr1IRq7NVXp9lFLM,spray foam insulation,Duluth MN,Alliance Masonry Inc.,"5904 McQuade Rd, Duluth, MN 55804, USA",(218) 591-8039,https://alliancemasonryinc.com/?utm_source=google_business_profile,4.8,160,disqualified,5,True,"The desktop layout has an awkward persistent side navigation panel that breaks visual hierarchy and feels dated, with heavy stock photo usage; the site is functional but looks like an older template that could benefit from a modern redesign.",screenshots/ChIJ99_AcRAbr1IRq7NVXp9lFLM/desktop.png,screenshots/ChIJ99_AcRAbr1IRq7NVXp9lFLM/mobile.png,False,False,,,,,,,,,,,,,,,,2026-08-03T11:21:41.013537+00:00,2026-08-03T12:13:15.033118+00:00
ChIJAQB02sZQpVIRVUfy81wpQKo,spray foam insulation,Duluth MN,GTS Insulation Services Inc,"2223 Vermilion Dr, Cook, MN 55723, USA",(218) 410-3296,https://www.gtsinsulation.com/,5.0,10,emailed,3,True,"The mobile experience is severely broken with horizontal scrolling, cut-off navigation, truncated CTA buttons, and no visible phone number; the desktop design uses a dated dark template with poor visual hierarchy and an outdated logo style.",screenshots/ChIJAQB02sZQpVIRVUfy81wpQKo/desktop.png,screenshots/ChIJAQB02sZQpVIRVUfy81wpQKo/mobile.png,True,True,gtsinsulation.com.html,https://stevendelarwelle.github.io/vet-demo-sites/gtsinsulation.com.html,2026-07-30T11:48:44.609117+00:00,efficienthomesmn@gmail.com,r-8573196657059702236,19fc906e124bba36,19fc867d110e5b79,2026-08-03T19:08:19+00:00,,,2026-08-10T19:08:19+00:00,,,,,2026-07-28T18:01:22.433400+00:00,2026-08-03T21:06:26.583935+00:00
ChIJAQBA0XHIA4gRGRNIG-Lyy0Q,spray foam insulation,Appleton WI,Fox Valley Insulation,"W6264 Contractor Dr B, Appleton, WI 54914, USA",(920) 757-0122,http://insulation-holdings.com/,3.7,3,disqualified,4,False,"This appears to be the Builders' Insulation website, not Fox Valley Insulation's own site — the branding doesn't match the business being evaluated. The desktop page fails to load content (stuck on a loading spinner), and there's no phone number visible above the fold on either viewport.",screenshots/ChIJAQBA0XHIA4gRGRNIG-Lyy0Q/desktop.png,screenshots/ChIJAQBA0XHIA4gRGRNIG-Lyy0Q/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:00:27.457926+00:00,2026-07-28T18:51:40.978414+00:00
ChIJAQDwLdpGBogRHKpgZtV-GT8,spray foam insulation,Madison WI,Foamtech LLC,"2259 County Hwy A, Stoughton, WI 53589, USA",(608) 873-6188,http://www.foamtechwisconsin.com/,5.0,5,emailed,5,True,"The site uses a basic template with a dated geometric background, low-contrast text, and the mobile version loses the phone number and address above the fold, pushing the CTA button far down the page. The logo also looks pixelated and the overall design lacks visual polish.",screenshots/ChIJAQDwLdpGBogRHKpgZtV-GT8/desktop.png,screenshots/ChIJAQDwLdpGBogRHKpgZtV-GT8/mobile.png,True,True,foamtechwisconsin.com.html,https://stevendelarwelle.github.io/vet-demo-sites/foamtechwisconsin.com.html,2026-07-30T11:50:57.070708+00:00,foamtech@foamtechwisconsin.com,r-6687290772273869153,19fc90f55abbc465,19fc867f21c252c8,2026-08-03T19:17:33+00:00,,,2026-08-10T19:17:33+00:00,,,,,2026-07-28T18:00:54.151766+00:00,2026-08-03T21:06:27.827693+00:00
ChIJASsy-mEn9ocRwt23SxrjXio,spray foam insulation,Duluth MN,Minneapolis Spray Foam Insulation Pros,"4533 Oakland Ave, Minneapolis, MN 55407, USA",(612) 540-1893,https://www.sprayfoaminsulationminneapolis.com/,4.9,52,emailed,4,True,"The mobile version is severely broken — text and navigation are cut off on the right side, indicating horizontal overflow and no proper responsive scaling, which is the single biggest issue needing immediate attention.",screenshots/ChIJASsy-mEn9ocRwt23SxrjXio/desktop.png,screenshots/ChIJASsy-mEn9ocRwt23SxrjXio/mobile.png,True,True,sprayfoaminsulationminneapolis.com.html,https://stevendelarwelle.github.io/vet-demo-sites/sprayfoaminsulationminneapolis.com.html,2026-07-31T11:53:21.640818+00:00,sprayfoamminneapolis@gmail.com,r-1222613432160448077,19fc90f87f6850f8,19fc86811310ddff,2026-08-03T19:17:45+00:00,,,2026-08-10T19:17:45+00:00,,,,,2026-07-28T18:01:22.424280+00:00,2026-08-03T21:06:29.038325+00:00
ChIJAxm1tg35AogRNo70U7qxiRQ,spray foam insulation,Green Bay WI,Kenny's Urethane Foam Co,"1760 W Paulson Rd, Green Bay, WI 54313, USA",(920) 680-9479,,5.0,2,disqualified,1,True,no website on file,,,False,False,,,,,,,,,,,,,,,,2026-07-28T18:00:24.904023+00:00,2026-07-29T11:14:27.225080+00:00
ChIJCUBki8IRA4gRWmS8SDzkNIc,spray foam insulation,Green Bay WI,DW Sprayfoam,"6615 Pleasant View Rd, Reedsville, WI 54230, USA",(920) 629-3128,https://www.dwsprayfoam.com/,5.0,1,disqualified,3,True,"The site has an extremely dated design with a clipart-style logo as the hero, flat gray background sections, poor visual hierarchy, and no professional imagery — it looks like a 2010-era DIY template build that would benefit greatly from a modern redesign.",screenshots/ChIJCUBki8IRA4gRWmS8SDzkNIc/desktop.png,screenshots/ChIJCUBki8IRA4gRWmS8SDzkNIc/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:00:24.900031+00:00,2026-07-29T11:14:41.083137+00:00
ChIJD9qRM4nbsVIR1pKwKxcOL1k,spray foam insulation,Duluth MN,Spray Foam Services,"2457 Town Rd 279, Mahtowa, MN 55707, USA",(218) 382-0423,https://koecherjames.wixsite.com/sprayfoamservices,4.6,9,emailed,2,True,"Free Wix site with branding banner, extremely minimal content, blurry/unfocused hero image, no phone number or contact info visible on mobile above the fold, and text is cut off on mobile viewport indicating poor responsiveness.",screenshots/ChIJD9qRM4nbsVIR1pKwKxcOL1k/desktop.png,screenshots/ChIJD9qRM4nbsVIR1pKwKxcOL1k/mobile.png,True,True,koecherjames.wixsite.com.html,https://stevendelarwelle.github.io/vet-demo-sites/koecherjames.wixsite.com.html,2026-07-31T11:55:27.350960+00:00,koecherjames@gmail.com,r-8879648837238732070,19fc9218ab94f581,19fc8682f6802b26,2026-08-03T19:37:26+00:00,,,2026-08-10T19:37:26+00:00,,,,,2026-07-28T18:01:22.426823+00:00,2026-08-03T21:06:30.262311+00:00
ChIJDwRC8uuVCIgRfhRntl4Bfsg,spray foam insulation,Rockford IL,Rockford Spray Foam Insulation,"308 Garver Ave, Rockford, IL 61102, USA",(815) 242-3932,https://www.sprayfoaminsulationrockford.com/,5.0,26,disqualified,2,True,"The site is extremely bare with only two nav links (Home/Contact), a large empty blue section dominating the desktop fold, no phone number visible above the fold on either viewport, and a dated layout with a garish 'Free Instant Quote' graphic — it looks like a barely-filled template.",screenshots/ChIJDwRC8uuVCIgRfhRntl4Bfsg/desktop.png,screenshots/ChIJDwRC8uuVCIgRfhRntl4Bfsg/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:01:24.474361+00:00,2026-07-29T11:15:01.458759+00:00
ChIJE-WgD_9XBogRrZ7STulJ6Z0,spray foam insulation,Madison WI,Koala Insulation of Madison,"5341 Wood Dr, Sun Prairie, WI 53590, USA",(608) 453-1644,https://koalainsulation.com/madison?utm_source=google&utm_medium=organic&utm_campaign=gbp,5.0,79,disqualified,7,False,"This is a well-built franchise template site with phone number and contact form visible above the fold on both viewports; the design is modern and functional, making it a poor candidate for a redesign pitch.",screenshots/ChIJE-WgD_9XBogRrZ7STulJ6Z0/desktop.png,screenshots/ChIJE-WgD_9XBogRrZ7STulJ6Z0/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:00:54.147915+00:00,2026-07-29T11:15:14.127009+00:00
ChIJE4qg9lIFBYgRva1M4Dv9qhY,spray foam insulation,Milwaukee WI,"Whole House Insulation, Inc.","8112 W National Ave, Milwaukee, WI 53214, USA",(262) 538-0222,http://www.wholehouseinsulation.com/,4.0,20,disqualified,1,True,site unreachable: HTTP 403,,,False,False,,,,,,,,,,,,,,,,2026-07-28T18:01:04.215880+00:00,2026-07-29T11:15:15.450170+00:00
ChIJE9w-95YT1yURrg_mVOOGJB4,spray foam insulation,Duluth MN,Done Right Insulation,"16953 96th St SE, Becker, MN 55308, USA",(320) 291-8369,https://donerightmn.com/,5.0,54,disqualified,1,True,"The website is completely non-functional — both desktop and mobile show only a security check/cookie gate with no actual content, no CTAs, and no business information. With a 5.0 rating and 54 reviews, this is clearly an active business that desperately needs a working website.",screenshots/ChIJE9w-95YT1yURrg_mVOOGJB4/desktop.png,screenshots/ChIJE9w-95YT1yURrg_mVOOGJB4/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:01:22.429457+00:00,2026-07-29T11:15:25.509305+00:00
ChIJEUuDgT_LsVIRo54I0t1p9d8,spray foam insulation,Duluth MN,R-Tech Insulation,"1271 MN-73, Cromwell, MN 55726, USA",(218) 393-1931,https://r-techinsulation.com/,5.0,5,disqualified,4,True,"The hero section fails to load on both desktop and mobile (stuck on a loading spinner), leaving the majority of above-the-fold space blank, which is a critical usability and first-impression problem. The overall template feels dated with a basic Avada/Divi-style layout and the broken hero significantly undermines credibility.",screenshots/ChIJEUuDgT_LsVIRo54I0t1p9d8/desktop.png,screenshots/ChIJEUuDgT_LsVIRo54I0t1p9d8/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:01:22.443047+00:00,2026-07-29T11:15:38.734706+00:00
ChIJEUyntXEqq1IRkgAVDuLYCIE,spray foam insulation,Eau Claire WI,Black River Spray Foam LLC,"W11070 County Road A T, Withee, WI 54498, USA",(715) 223-5461,https://blackriversprayfoam.com/,4.4,7,disqualified,1,True,"The website is stuck on a Cloudflare security challenge screen and never loads actual content, meaning visitors see no business information, no contact details, and no call to action — the site is effectively non-functional.",screenshots/ChIJEUyntXEqq1IRkgAVDuLYCIE/desktop.png,screenshots/ChIJEUyntXEqq1IRkgAVDuLYCIE/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:00:49.429262+00:00,2026-07-29T11:15:49.642757+00:00
ChIJEeYXFgC1r1IRgs9JbzMgXDE,spray foam insulation,Duluth MN,Tamarack Materials,"5393 Miller Trunk Hwy, Duluth, MN 55811, USA",(218) 729-8075,https://tamarackmaterials.com/content/duluth?trk=org_gmb,4.9,14,draft_created,5,False,"This is a large multi-location building materials distributor (GMS Company subsidiary) with an e-commerce platform, not a local spray foam insulation contractor — the site is functional but text-heavy with no imagery or visual engagement on the location page. Not worth pursuing as they are a corporate-backed distributor, not a small local service business.",screenshots/ChIJEeYXFgC1r1IRgs9JbzMgXDE/desktop.png,screenshots/ChIJEeYXFgC1r1IRgs9JbzMgXDE/mobile.png,True,True,tamarackmaterials.com.html,https://stevendelarwelle.github.io/vet-demo-sites/tamarackmaterials.com.html,2026-07-31T11:57:34.471456+00:00,sales@tamarackmaterials.com,r-4890562160075733376,19fc8684ca94d3f5,19fc8684ca94d3f5,,,,,,,,,2026-07-28T18:01:22.448754+00:00,2026-08-03T16:15:06.800623+00:00
ChIJF5R0r0wk9ocRph5EW52ztZ8,spray foam insulation,Duluth MN,Affordable Insulation,"951 American Blvd E, Bloomington, MN 55420, USA",(651) 571-4848,https://www.affordableinsulationmn.com/,4.9,132,disqualified,5,True,"The desktop layout is poorly balanced with the entire left half of the page blank while the form is crammed to the right, and there's no hero image or value proposition visible on desktop above the fold. The design feels functional but unpolished with a dated aesthetic, though the mobile version is somewhat better with a hero image and clear CTAs.",screenshots/ChIJF5R0r0wk9ocRph5EW52ztZ8/desktop.png,screenshots/ChIJF5R0r0wk9ocRph5EW52ztZ8/mobile.png,False,False,,,,,,,,,,,,,,,,2026-07-28T18:01:22.436110+00:00,2026-07-29T11:16:12.861767+00:00
ChIJFRwuTX-D_4cRzMFLCTIR-EI,spray foam insulation,Wausau WI,Quality Foam & Fiber LLC,"W5588 County Rd N, Owen, WI 54460, USA",(715) 773-2422,http://www.qualityinsulation.us/,4.4,8,draft_created,2,True,"No phone number or contact CTA is visible above the fold on either viewport. The design uses a dated template with a teal textured background, no navigation menu, and a cluttered layout that lacks modern design conventions.",screenshots/ChIJFRwuTX-D_4cRzMFLCTIR-EI/desktop.png,screenshots/ChIJFRwuTX-D_4cRzMFLCTIR-EI/mobile.png,True,True,qualityinsulation.us.html,https://stevendelarwelle.github.io/vet-demo-sites/qualityinsulation.us.html,2026-08-01T11:10:56.190410+00:00,qualityfoam9697@gmail.com,r-3236710076579213066,19fcd8600c31e42e,19fcd8600c31e42e,,,,,,,,,2026-07-28T18:00:39.637663+00:00,2026-08-04T16:05:39.289949+00:00
